customer_id,prob,default
100000,0.2881773104445937,0
100001,0.34937783453107635,0
100002,0.788815353095131,1
100003,0.6472006781835172,1
100004,0.609244767215492,1
100005,0.3904917429054058,0
100006,0.4097350068395958,0
100007,0.6033840049318284,1
100008,0.11499114796743574,0
100009,0.4147909301756503,0
100010,0.335438379751241,0
100011,0.3619858157998236,0
100012,0.5358234675567836,1
100013,0.4675381629935428,0
100014,0.29753079071630384,0
100015,0.5410324631964902,1
100016,0.5192424252835828,1
100017,0.3248837268492119,0
100018,0.8508895975341763,1
100019,0.6815877358536055,1
100020,0.6164380544586023,1
100021,0.8562321483210124,1
100022,0.38331694580893066,0
100023,0.32825591033344453,0
100024,0.6237827064020851,1
100025,0.2276734599821989,0
100026,0.22324606637616062,0
100027,0.6764472499055919,1
100028,0.15506594133514448,0
100029,0.6056398610497935,1
100030,0.8408452174783283,1
100031,0.6693005992070896,1
100032,0.5501402221390974,1
100033,0.5151716814499895,1
100034,0.1320793318461908,0
100035,0.5423983098367253,1
100036,0.2936128432046876,0
100037,0.37222361350703803,0
100038,0.3029113302571939,0
100039,0.4044721468522618,0
100040,0.4990286871551802,0
100041,0.17717280551008308,0
100042,0.8976699075032817,1
100043,0.6847954768498831,1
100044,0.3336025600880347,0
100045,0.5127520962858929,1
100046,0.5414076160440503,1
100047,0.8193794440895608,1
100048,0.3248845285023016,0
100049,0.33144183104231234,0
100050,0.4552054399449693,0
100051,0.17976043185352453,0
100052,0.9250344891454296,1
100053,0.5549312097122763,1
100054,0.36847814894638714,0
100055,0.6889959852963159,1
100056,0.2633618874143306,0
100057,0.4905894863206385,0
100058,0.23352384338727722,0
100059,0.27943338046636784,0
100060,0.8387578135976931,1
100061,0.5080826400257095,1
100062,0.18227039002304415,0
100063,0.7335525905703763,1
100064,0.24616428703211335,0
100065,0.44744525637536375,0
100066,0.19955010430896922,0
100067,0.18414865462206706,0
100068,0.5218004689868107,1
100069,0.40762323133133144,0
100070,0.17745580720677084,0
100071,0.9206249087490177,1
100072,0.45949299793558834,0
100073,0.1991682287229347,0
100074,0.6593217729112907,1
100075,0.5172651422179958,1
100076,0.25510156815474244,0
100077,0.6016977650839083,1
100078,0.6317608735660798,1
100079,0.18076403106234348,0
100080,0.8591091474991981,1
100081,0.9177350443353284,1
100082,0.14500015554381943,0
100083,0.6348771940927729,1
100084,0.36792757614730387,0
100085,0.47556778756289875,0
100086,0.7031996895896655,1
100087,0.6187744892935372,1
100088,0.41777707642180345,0
100089,0.393658841173316,0
100090,0.6754132214684037,1
100091,0.14745708422527182,0
100092,0.36059430870580483,0
100093,0.3060824755194941,0
100094,0.4861676781002773,0
100095,0.4243556056393825,0
100096,0.7098427138234782,1
100097,0.2905790340974491,0
100098,0.46247662411030194,0
100099,0.5490668847285167,1
100100,0.8292289222375098,1
100101,0.4458984233636349,0
100102,0.4341929014471502,0
100103,0.5824492781854073,1
100104,0.23634626245488832,0
100105,0.26018631939476616,0
100106,0.11648329099983808,0
100107,0.570277784136516,1
100108,0.4307352622452014,0
100109,0.2571135638447833,0
100110,0.3300951279880256,0
100111,0.3771612298012646,0
100112,0.6552605096704235,1
100113,0.8398017219729315,1
100114,0.7524790604298536,1
100115,0.24068745062767471,0
100116,0.34252518989254715,0
100117,0.48758417931419584,0
100118,0.6925935824076762,1
100119,0.7507077407728963,1
100120,0.21125223183600797,0
100121,0.3555826535851509,0
100122,0.1471387017885406,0
100123,0.4514040509544477,0
100124,0.16463626744995902,0
100125,0.35998660486322803,0
100126,0.9046660938312396,1
100127,0.15120955181401455,0
100128,0.30922323931702106,0
100129,0.5170014958653434,1
100130,0.12205083940528723,0
100131,0.7881392288467823,1
100132,0.363340303964108,0
100133,0.34647299403706244,0
100134,0.6592094180345653,1
100135,0.5450367442401992,1
100136,0.26768928654758245,0
100137,0.36366809523716304,0
100138,0.3101098202800528,0
100139,0.675522788523231,1
100140,0.4245144418703008,0
100141,0.8146998076693134,1
100142,0.5885341104899467,1
100143,0.5583091369084301,1
100144,0.4962914074914945,0
100145,0.831867174194615,1
100146,0.6723632203472857,1
100147,0.3441164063290609,0
100148,0.35347913530500974,0
100149,0.8289602791245144,1
100150,0.37930167169572077,0
100151,0.2314943228650548,0
100152,0.6560505019209628,1
100153,0.110477743161301,0
100154,0.7877917096396613,1
100155,0.6683617296136818,1
100156,0.21060213120528087,0
100157,0.6849436638332356,1
100158,0.20262069550823006,0
100159,0.19772094273854596,0
100160,0.6175051472273021,1
100161,0.3285208930310564,0
100162,0.2992121432201275,0
100163,0.5937489369330726,1
100164,0.35279859241885647,0
100165,0.7015567626171079,1
100166,0.9124763122129834,1
100167,0.85651277097878,1
100168,0.3409515297747705,0
100169,0.156329288625338,0
100170,0.18684507875795864,0
100171,0.7295217121639326,1
100172,0.36726817458146416,0
100173,0.3670031186662671,0
100174,0.7169916312520269,1
100175,0.5105778776334556,1
100176,0.628942948718533,1
100177,0.2608302592644776,0
100178,0.1893301788343996,0
100179,0.23087700576980846,0
100180,0.4976258867494019,0
100181,0.485441525631495,0
100182,0.7079920236758619,1
100183,0.4375702345480162,0
100184,0.8263806916619996,1
100185,0.382791675345902,0
100186,0.29877827463904255,0
100187,0.5877207837779514,1
100188,0.5320333930719345,1
100189,0.29950745204061047,0
100190,0.2889652879872512,0
100191,0.5090194839806651,1
100192,0.7155864492944835,1
100193,0.6919250132719946,1
100194,0.34138012814441504,0
100195,0.216117449064589,0
100196,0.8198106656807028,1
100197,0.9031103303807684,1
100198,0.49157716667802626,0
100199,0.2965207201358408,0
100200,0.6756972871602323,1
100201,0.16272414185537465,0
100202,0.1840082289737807,0
100203,0.7390719466569745,1
100204,0.19827441450964603,0
100205,0.22291213979667607,0
100206,0.8520618800057992,1
100207,0.4331279655744746,0
100208,0.797687178737731,1
100209,0.4483126517336304,0
100210,0.5958016558983051,1
100211,0.15490938412078323,0
100212,0.30714632767510053,0
100213,0.18449880231059199,0
100214,0.6503578861508,1
100215,0.1962153563848785,0
100216,0.503155771505778,1
100217,0.9194895859809369,1
100218,0.27720630395844337,0
100219,0.211577304241783,0
100220,0.7915338371193359,1
100221,0.10569100991180577,0
100222,0.6674713210104757,1
100223,0.7006742033012455,1
100224,0.4755120396095938,0
100225,0.33894481234624796,0
100226,0.7404541009312102,1
100227,0.18739018500110544,0
100228,0.3663711606714228,0
100229,0.19424874656829733,0
100230,0.7416007218724237,1
100231,0.809772913253829,1
100232,0.22532901469711344,0
100233,0.331646043655338,0
100234,0.3728178701957937,0
100235,0.6042820479930204,1
100236,0.6515415508739079,1
100237,0.7098409271605178,1
100238,0.6054323302922021,1
100239,0.5359807267911764,1
100240,0.6799037400000114,1
100241,0.29338421299830925,0
100242,0.6621539096669772,1
100243,0.1950336338875196,0
100244,0.5563800954956862,1
100245,0.6830436372336383,1
100246,0.6552504654060127,1
100247,0.3709426803636752,0
100248,0.5212832098616275,1
100249,0.30904643382066543,0
100250,0.5320650340268435,1
100251,0.5504605914444721,1
100252,0.1411035767862634,0
100253,0.44837692920999134,0
100254,0.46380423445893515,0
100255,0.2894432759044067,0
100256,0.41426550248737715,0
100257,0.665189132762118,1
100258,0.6838250192599891,1
100259,0.22906159022785127,0
100260,0.826655642937125,1
